Lon,Lat,Clave,Edo,Est,Tmed
-97.1,18.85,ORZVC,VER,ORIZABA,15.4
-89.39,20.29,OXKYC,YUC,OXKUTZCAB,19.7
-97.53,19.7,OYAPB,PUE,OYAMELES,5.7
-104.8,24.51,CBRDR,DGO,P. CABORACA,9.1
-105.62,28.16,FIMCH,CHIH,P. FRANCISCO I. MADERO,10.7
-110.39,28.43,IRASO,SON,P. IGNACIO R. A LA TORRE,18.2
-99.33,20.73,PRGHD,HGO,P. ROJO GOMEZ (LA PEÑA),14.2
-104.67,23.87,SBYDR,DGO,P. SANTIAGO BAYACORA,12.4
-104.5,26.1,VHGDR,DGO,P. VILLA HIDALGO,10.2
-103.34,21.65,EXCZC,ZAC,P.MIGUEL ALEMAN (EXCAME),13.5
-102.29,22.16,PBLAG,AGS,PABELLON,12.5
-98.75,20.13,76632,HGO,PACHUCA,11.2
-98.9,24.05,PADTP,TAMPS,PADILLA,14.8
-92.09,18.12,PLZCA,CAMP,PALIZADAS,22.2
-102.8,22.35,PALZC,ZAC,PALOMAS,11.8
-98.17,22.05,PNCVC,VER,PANUCO,17.9
-96.08,18.16,PAPOX,OAX,PAPALOAPAN,22.3
-105.7,26.9,PRRCH,CHIH,PARRAL,11.6
-98.15,21.73,CHYVC,VER,PASO DE PIEDRAS (CHICAYAN),16.7
-109.08,29.43,PDNSO,SON,PASO NACORI,16.2
-103.81,19.26,PNTCM,COL,PE¤ITAS,26.0
-88.94,19.95,PETYC,YUC,PETO,21.4
-98.36,18.36,PIXPB,PUE,PIAXTLA,20.0
-100.52,28.7,76243,COAH,PIEDRAS NEGRAS,11.3
-100.51,28.66,PNGCL,COAH,PIEDRAS NEGRAS,11.3
-98.9,24.13,PILTP,TAMPS,PILON,14.7
-101.4,22.12,PINZC,ZAC,PINO SUÁREZ,9.6
-112.11,30.69,PTQSO,SON,PITIQUITO,14.0
-98.33,21.29,PSNVC,VER,PLATON SANCHEZ,17.2
-102.44,22.24,PTRAG,AGS,POTRERILLOS,12.4
-97.47,20.54,PRCVC,VER,POZA RICA,17.9
-107.63,28.51,AGZCH,CHIH,PRESA ABRAHAM GONZALEZ,7.7
-109.1,27.22,ARCSO,SON,PRESA ADOLFO RUIZ CORTINEZ,20.3
-109.93,27.48,AOBSO,SON,PRESA ALVARO OBREGON,19.3
-101.06,29.44,AMSCL,COAH,PRESA AMISTAD,9.6
-111.51,30.87,CHTSO,SON,PRESA CUAUHTEMOC,16.9
-100.94,29.21,CNTCL,COAH,PRESA EL CENTENARIO,10.1
-97.81,21.18,PEMVC,VER,PRESA EL MORALILLO,18.4
-107.39,29.56,TNTCH,CHIH,PRESA EL TINTERO,8.9
-99.36,20.16,ENDHD,HGO,PRESA ENDO,14.2
-98.68,22.62,ERCTP,TAMPS,PRESA ESTUDIANTE RAMIRO CABALLERO,16.6
-103.96,24,FVLDR,DGO,PRESA FRANCISCO VILLA,13.7
-103.77,25.27,FZRDR,DGO,PRESA FRANCISCO ZARCO,13.8
-106.8,24.57,JLPSI,SIN,PRESA JOSE LOPEZ PORTILLO,22.2
-108.71,26.41,JORSI,SIN,PRESA JOSEFA ORTIZ DE DOMINGUEZ,21.5
-98.33,20.05,PERHD,HGO,PRESA LA ESPERANZA,10.3
-106.97,29.94,LJSCH,CHIH,PRESA LAS LAJAS,7.1
-105.28,28.98,LLNCH,CHIH,PRESA LUIS L. LEON,12.7
-98.91,26.22,MRGTP,TAMPS,PRESA MARTE R. GOMEZ,13.3
-108.57,26.5,PMHSI,SIN,PRESA MIGUEL HIDALGO,20.4
-102.9,21.72,PMOZC,ZAC,PRESA MORALEÑOS,17.0
-104.65,24.23,PAGDR,DGO,PRESA PE¤A DEL AGUILA,10.1
-109.63,28.98,PECSO,SON,PRESA PLUTARCO ELIAS CALLES,19.9
-99.3,19.96,PRQHD,HGO,PRESA REQUENA,12.8
-98.86,22.78,SDATP,TAMPS,PRESA SACA DE AGUA,16.5
-98.8,22.94,SLZTP,TAMPS,PRESA SAN LORENZO,16.1
-100.95,29.03,SMGCL,COAH,PRESA SAN MIGUEL,11.0
-103.5,22.33,STEZC,ZAC,PRESA SANTA TERESA,13.6
-100.73,27.5,VCRCL,COAH,PRESA VENUSTIANO CARRANZA,10.8
-99.37,20.43,PVAHD,HGO,PRESA VICENTE AGUIRRE,14.4
-98.55,23.96,VGRTP,TAMPS,PRESA VICENTE GUERRERO,15.1
-89.65,21.28,76593,YUC,PROGRESO,22.9
-99.15,18.77,PROMR,MOR,PROGRESO,17.2
-89.6,21.3,PROYC,YUC,PROGRESO,23.0
-100.59,25.46,PRSCL,COAH,PROGRESO,9.9
-98.17,19.05,76685,PUE,PUEBLA,13.0
-98.16,19.05,PUOPB,PUE,PUEBLA OBSERVATORIO,13.1
-97.8,25.8,PANTP,TAMPS,PUEBLO ANAHUAC,14.5
-92.87,17.85,PNVTB,TAB,PUEBLO NUEVO,21.4
-92.86,17.86,PUEBLONUEVO,TAB,PUEBLO NUEVO,21.6
-91.96,15.84,PCOCP,CHIS,PUENTE CONCORDIA,20.2
-96.48,15.65,76855,OAX,PUERTO ANGEL,26.7
-96.5,15.7,PTAOX,OAX,PUERTO ANGEL,26.7
-102.13,22.2,PTOAG,AGS,PUERTO LA CONCEPCION,12.6
-110.31,28.47,PTASO,SON,PUNTA DE AGUA II,17.4
-92.93,17.56,PUYTB,TAB,PUYACATENGO,21.8
-106.47,23.56,QLTSI,SIN,QUELITE,20.6
-100.4,20.58,76625,QRO,QUERETARO,14.5
-97.61,19.25,QUIPB,PUE,QUIMIXTLAN,11.2
-103.72,19.22,RDRCM,COL,RADAR,25.8
-95.62,18.71,RALVC,VER,RADAR ALVARADO,21.3
-92.66,15.91,REFCP,CHIS,REFORMA,20.9
-97.99,23.25,RSPTP,TAMPS,REPUBLICA ESPA¤OLA,15.6
-98.88,21.42,RQTSL,SLP,REQUETEMU,17.2
-93.74,16.15,REVCP,CHIS,REVOLUCIÓN MEXICANA,20.4
-99,22.84,RFRTP,TAMPS,RIO FRIO,17.5
-103.03,23.82,RGRZC,ZAC,RIO GRANDE,10.2
-100,21.92,76581,SLP,RIO VERDE,15.3
-99.99,21.93,RVDSL,SLP,RIO VERDE,15.4
-91.19,18.89,SBNCA,CAMP,SABANCUY,21.2
-101.12,27.84,SBNCL,COAH,SABINAS,10.8
-99.09,23.02,SBNTP,TAMPS,SABINAS,17.3
-95.18,16.17,76833,OAX,SALINA CRUZ,26.3
-95.2,16.18,SCROX,OAX,SALINA CRUZ,26.1
-105.44,25.22,SACDR,DGO,SALOME ACOSTA,10.8
-101.02,25.38,76390,COAH,SALTILLO,11.1
-101.01,25.37,STOCL,COAH,SALTILLO,11.1
-92.35,17.56,SAACP,CHIS,SALTO DE AGUA,21.3
-92.34,17.56,SALTODEAGUA,CHIS,SALTO DE AGUA,21.8
-93.29,17.97,SAMTB,TAB,SAMARIA,20.9
-103.71,29.17,SANANTONIO,CHIH,SAN ANTONIO,8.8
-110.05,23.8,SANBS,BCS,SAN ANTONIO,19.7
-108.87,27.41,SBNSO,SON,SAN BERNARDO,20.6
-92.63,16.73,76845,CHIS,SAN CBAL. DE LAS CASAS,12.8
-92.63,16.73,SCOCP,CHIS,SAN CRISTOBAL OBSV.,12.9
-98.6,21.16,ORZHD,HGO,SAN FELIPE ORIZATLAN,16.8
-108.12,26.9,TBRSI,SIN,SAN FRANCISCO,21.3
-105.55,26.41,SGBDR,DGO,SAN GABRIEL,11.5
-98.78,23.08,SGBTP,TAMPS,SAN GABRIEL,15.5
-107.87,26.87,IGNCH,CHIH,SAN IGNACIO,17.5
-100.47,17.14,SJEGR,GRO,SAN JERONIMO,26.6
-98.2,19.55,SJATL,TLAX,SAN JOSE ATLANGA,8.6
-99.07,19.47,SJADF,DF,SAN JUAN DE ARAGON,13.2
-107.1,24.8,SLRSI,SIN,SAN LORENZO,22.4
-98.87,19.19,SLAMX,MEX,SAN LUIS AMECA,11.1
-100.51,21.3,SLPGJ,GTO,SAN LUIS DE LA PAZ,8.9
-100.01,22.14,SLPSL,SLP,SAN LUIS POTOSI,12.6
-101.02,22.21,76539,SLP,SAN LUIS POTOSÍ,12.2
-97.9,18.73,SMCPB,PUE,SAN MIGUEL CANOA,11.6
-102.97,25.75,SPECL,COAH,SAN PEDRO,13.1
-91.15,17.79,SPTTB,TAB,SAN PEDRO,22.4
-104.29,25.94,SMODR,DGO,SANTA MARIA DEL ORO,6.3
-103.11,22.93,STRZC,ZAC,SANTA ROSA,10.9
-111.44,30.39,SRSSO,SON,SANTA ROSA II,15.3
-92.1,15.77,SDOCP,CHIS,SANTO DOMINGO,21.4
-106.25,23.35,SQRSI,SIN,SIQUEROS,22.0
-98.6,26.24,CDOTP,TAMPS,S-J-2-18 CIUDAD DIAZ ORDAZ,13.5
-98.88,26.16,RYNTP,TAMPS,S-J-2-9 REYNOSA,13.1
-103.65,23.47,76471,ZAC,SOMBRERETE,12.5
-97.78,20.88,SBTVC,VER,SOMBRERETE,18.6
-103.64,23.64,SOMZC,ZAC,SOMBRERETE,12.6
-112.85,31.86,NYNSO,SON,SONOYTA,15.1
-98.2,23.77,76499,TAMPS,SOTO LA MARINA,16.2
-98.21,23.76,SLMTP,TAMPS,SOTO LA MARINA,15.8
-112.25,27.28,76253,BCS,STA. ROSALIA,19.5
-108.77,26.07,SFRSI,SIN,SUFRAGIO,21.2
-98.42,22.42,TMSTP,TAMPS,TAMESI,16.9
-97.86,22.2,76548,TAMPS,TAMPICO,17.6
-98.77,22,TMISL,SLP,TAMUIN,17.6
-89.05,20.18,TNTYC,YUC,TANTAKIN (EHCA),22.0
-92.25,14.92,76903,CHIS,TAPACHULA,28.2
-92.18,14.9,TAPCP,CHIS,TAPACHULA,28.1
-92.81,17.46,TAPTB,TAB,TAPIJULAPA,22.5
-100.75,20.28,TARGJ,GTO,TARIMORO,15.3
-99.38,19.83,TXMHD,HGO,TAXHIMAY,11.1
-102.87,22.1,TAYZC,ZAC,TAYAHUA,14.8
-92.96,17.56,TEATB,TAB,TEAPA,23.0
-97.71,18.88,TECPB,PUE,TECAMACHALCO,12.8
-103.88,18.92,TCMCM,COL,TECOMAN,27.7
-101.3,20.6,TEMGJ,GTO,TEMASCATIO,16.5
-107.82,28.95,76220,CHIH,TEMOSACHIC,6.7
-107.85,28.95,TMCCH,CHIH,TEMOSACHIC,6.9
-98.38,21.51,TMPVC,VER,TEMPOAL,17.1
-103.19,22.17,TENJL,JAL,TENASCO,14.5
-96.55,19.81,TNCVC,VER,TENOCHTITLAN,16.0
-102.58,21.45,TCAJL,JAL,TEOCALTICHE,15.8
-99.84,18.58,TPLMR,MOR,TEPALCINGO,20.3
-97.79,20,TDRPB,PUE,TEPANGO DE RODRIGUEZ,12.5
-97.45,19.48,TPYPB,PUE,TEPEYAHUALCO,11.0
-104.89,21.49,76556,NAY,TEPIC,20.7
-104.85,21.48,TEPNR,NAY,TEPIC,20.9
-109.21,27.65,TSOSO,SON,TESOCOMA,18.8
-97.81,19.83,TEOPB,PUE,TETELA DE OCAMPO,10.5
-97.35,19.81,TEZPB,PUE,TEZIUTLAN,11.4
-98.85,21.24,TBLSL,SLP,TIERRA BLANCA,16.8
-96.35,18.45,TBLVC,VER,TIERRA BLANCA,20.6
-88.16,21.15,TIZYC,YUC,TIZIMIN,21.1
-99.97,17.78,TLAGR,GRO,TLACOTEPEC,14.0
-102.79,21.56,TLAZC,ZAC,TLALCHICHILA,12.0
-99.97,17.78,TLPGR,GRO,TLAPA,20.7
-103.31,20.58,TLAJL,JAL,TLAQUEPAQUE,18.4
-98.24,19.31,76683,TLAX,TLAXCALA,13.0
-99.71,19.29,76675,MEX,TOLUCA,10.4
-103.43,21.52,76382,COAH,TORREON,14.9
-103.45,25.54,TORCL,COAH,TORREON OBSERVATORIO                *,14.9
-99.28,19.45,TTLMX,MEX,TOTOLICA (HIDROMETRICA),13.5
-103.39,18.96,TRJCM,COL,TROJES,21.8
-100.28,19.1,TROMX,MEX,TROJES,10.9
-98.36,20.08,76634,HGO,TULANCINGO,12.4
-98.36,20.08,TLGHD,HGO,TULANCINGO,12.7
-97.42,20.96,76640,VER,TUXPAN,17.5
-97.4,20.95,TXPVC,VER,TUXPAN,17.8
-93.1,16.76,TUXCP,CHIS,TUXTLA,22.1
-93.13,16.75,76843,CHIS,TUXTLA GUTIÉRREZ,21.4
-88.2,20.69,76647,YUC,VALLADOLID,22.5
-88.2,20.7,VALYC,YUC,VALLADOLID,22.5
-97.8,25.7,VHMTP,TAMPS,VALLE HERMOSO,12.6
-97.67,20.51,VENPB,PUE,VENUSTIANO CARRANZA,17.9
-96.14,19.16,76692,VER,VERACRUZ,21.5
-96.11,19.15,VERVC,VER,VERACRUZ,21.6
-97.8,25.9,VCATP,TAMPS,VILLA CARDENAS,13.1
-105.16,26.75,VICCH,CHIH,VILLA CORONADO,10.1
-101.72,22.35,VHGZC,ZAC,VILLA HIDALGO,9.6
-96.58,19.01,VTEVC,VER,VILLA TEJEDA,20.1
-92.93,17.98,76743,TAB,VILLAHERMOSA,22.8
-103.34,21.6,VILZC,ZAC,VILLITA,18.7
-96.94,19.52,XCFVC,VER,XALAPA CFE,13.9
-96.91,19.53,XOBVC,VER,XALAPA OBSERVATORIO,14.5
-98.48,17.9,XXHGR,GRO,XHOXIHUETLAN,20.4
-99.18,18.52,XICMR,MOR,XICATLACOTLA,19.2
-97.95,20.28,XDJPB,PUE,XICOTEPEC DE JUAREZ,12.3
-93.33,17.11,YAMCP,CHIS,YAMONHO,18.6
-108.92,28.37,YCRSO,SON,YECORA,9.3
-97.58,19.85,ZCPPB,PUE,ZACAPOAXTLA,10.7
-102.57,22.78,76525,ZAC,ZACATECAS,11.5
-102.58,22.76,ZACZC,ZAC,ZACATECAS,12.8
-99.2,18.63,ZCTMR,MOR,ZACATEPEC,19.7
-102.32,19.98,76662,MICH,ZAMORA,17.1
-102.29,20.04,ZAMMC,MICH,ZAMORA,16.4
-102.71,21.85,CALVILLO,AGS,CALVILLO AGS.,15.2
-105.5,28.17,DELICIAS,CHIH,CIUDAD DELICIAS CHIH.,12.9
-93.13,16.75,TXOCP,CHIS,TUXTLA GTZ OBSV.,21.1
-103.98,26.55,LAFLOR,DGO,LA FLOR DE JIMULCO DGO. AUTOMATICA,12.2
-99.58,20.5,HUICHAPAN,HGO,HUICHAPAN HGO.,11.7
-108.32,26.73,CHXSI,SIN,CHOIX ESTACION,21.3
-97.74,20.99,ALAVC,VER,ALAMO TEMAPACHE,16.8
-98.71,20.1,PCOHD,HGO,PACHUCA OBSERVATORIO,11.5
-92.23,15.77,SMICP,CHIS,SAN MIGUEL ,21.6
-92.82,16.93,SNACP,CHIS,SANTA MARÍA,20.4
-99.58,24.18,PVLTP,TAMPS,PUERTO DE VALLES,12.0
-99.55,24.23,PJMTP,TAMPS,PRESA PEDRO J. MENDEZ,14.1
-102.37,19.08,APAMC,MICH,APATZINGAN (EHCA),25.5
-92.91,17.5,SJOTB,TAB,SAN JOAQUIN,22.1
-97.78,17.8,HLOOX,OAX,HUAJ. DE LEON OBSERV,16.3
-107.53,25.33,BDRSI,SIN,BADIRAGUATO,20.0
-103.7,27.29,SMJCL,COAH,Sierra Mojada Coah.,11.1
-101.47,21.07,COMGJ,GTO,Comanjilla Gto.,13.9
-101.22,21.48,SFEGJ,GTO,San Felipe Gto.,9.4
-99.13,19.91,TTQMX,MEX,TAJO DE TQUIXQUIAC,10.2
-99.32,18.63,PIXMR,MOR,Puente de Ixtla Mor.,20.6
-98.76,18.88,OCTMR,MOR,Ocuituco Mor.,16.0
-107.06,24.75,VINSI,SIN,Vinoramas Sin.,20.6
-107.76,25.12,RAVSI,SIN,Estación Rancho Viejo Sin.,19.9
-95.03,18.52,SONVC,VER,Sontecomapan Ver.,18.6
-100.51,20.13,JCRGJ,GTO,JERECUARO,13.6
-100.36,20.2,CORGJ,GTO,Coroneo Gto.,10.6
-100.62,20.45,APSGJ,GTO,APASEO EL ALTO,13.5
-100.81,20.83,IALGJ,GTO,IGNACIO ALLENDE,12.6
-101.83,21.05,BRRGJ,GTO,PRESA EL BARRIAL,13.6
-100.09,21.3,XICGJ,GTO,Xichu Gto.,14.9
-101.11,21.32,LQMGJ,GTO,La Quemada Gto.,9.7
-99,18.73,MYOMR,MOR,MOYOTEPEC,20.6
-98.14,22.98,AHLTP,TAMPS,AHUALULCO,16.9
-89.45,20.1,MOCYC,YUC,MOCOCHA,22.0
-98.06,19.09,CPLPB,PUE,CAPULAC,12.3
-107.92,27.22,URICH,CHIH,URIQUE CHIH (EHCA),22.2
-99.1,19.39,TEZDF,DF,TEZONTLE DF (EHCA),14.0
-97.25,17.44,NOCHISTLAN,OAX,NOCHISTLAN OAX,14.2
-98.37,21.15,HUEHD,HGO,HUEJUTLA HGO (EHCA),17.1
-105.13,20,RTOJL,JAL,RIO TOMATLAN (EHCA),24.8
-98.05,20.18,UDSPB,PUE,UNIVERSIDAD DE LA SIERRA,10.5
-102.46,22.18,ANVAG,AGS,CINCUENTA ANIVERSARIO,13.4
-98.86,19.64,SNLMX,MEX,SAN LUCAS,11.4
-104.91,27.11,JMNCH,CHIH,JIMENEZ,10.9
-101.23,21.2,CSTGJ,GTO,LOS CASTILLOS,15.1
-104.56,19.23,CIHJL,JAL,CIHUATLAN,26.8
-98.13,18.94,AFRPB,PUE,AFRICAM,14.3
-97.4,18.4,TEHPB,PUE,TEHUACAN,13.4
-103.85,25.82,MPMDR,DGO,MAPIMI,11.4
-100.17,23.68,DARNL,NL,DOCTOR ARROYO,13.2
-99.82,24.1,ARRNL,NL,ARAMBERRI,11.7
-99.91,24.32,ASCNL,NL,LA ASCENSION,8.8
-99.69,24.78,CRUNL,NL,LAS CRUCITAS,12.6
-100.08,24.83,GALNL,NL,GALEANA,9.5
-99.57,24.87,CAMNL,NL,CAMACHO,13.6
-99.38,24.97,CPRNL,NL,PRESA CERRO PRIETO,13.0
-99.44,24.98,CARNL,NL,CARMEN D.L.E.,12.6
-99.83,25.18,MTMNL,NL,MONTEMORELOS,12.0
-100.11,25.44,LBCNL,NL,CORTINA DE LA BOCA,11.9
-100.18,25.51,ECSNL,NL,EL CERRITO,11.2
-100.3,25.73,OBSNL,NL,OBSERVATORIO DE MONTERREY,14.3
-100,25.96,HGRNL,NL,HIGUERAS,11.6
-99.61,26.09,CRVNL,NL,CERRALVO,10.9
-92.75,17.39,OXOTB,TAB,OXOLOTAN,22.4
-100.27,25.8,CANNL,NL,EL CANADA,13.3
-91.48,17.43,LACCP,CHIS,LACANTUN,21.7
-92.92,17.98,EMUTB,TAB,EL MUELLE VILLAHERMOSA,22.8
-92.92,17.97,GABTB,TAB,GAVIOTAS II,22.3
-101.28,20.85,PRSGJ,GTO,PRESA LA PURISIMA,14.0
-101.2,20.56,SLMGJ,GTO,SALAMANCA,15.2
-101.13,20.21,LDYGJ,GTO,SANTA MARÍA YURIRIA,14.4
-101.45,20.31,CBLMC,MICH,CASA BLANCA,13.9
-107.91,27.21,URECH,CHIH,URIQUE ESTACION,22.7
-101.54,17.64,ZHTGR,GRO,ZIHUATANEJO,28.5
-98.91,19.57,GRDMX,MEX,LA GRANDE,13.2
-101.2,20.9,ECHGJ,GTO,EL CHAPIN,15.2
-96.53,17.88,SFUOX,OAX,SAN FELIPE USILA,18.6
-113.58,31.3,PT2SO,SON,PUERTO PEÑASCO,17.5
-104.12,26.06,CEBDR,DGO,CEBALLOS,11.2
-100.58,20.55,AMCGJ,GTO,AMECHE,13.5
-99.83,21.65,PMYSL,SLP,PEDRO MONTOYA (SAN CIRO),15.7
-105.5,26.44,VOCDR,DGO,VILLA OCAMPO,12.2
-103.87,19.17,LAECM,COL,La Esperanza Col.,24.2
-100.08,19.21,VALLEDEBRAVO,MEX,Valle de Bravo Méx. SMN*,9.5
-99.1,18.79,TICMR,MOR,Ticumán Mor.,18.2
-96.85,18.4,TLPPB,PUE,,20.2
-96.97,19.45,TAPVC,VER,Tapachapan ver.,14.3
-98.73,17.77,OLNGR,GRO,OLINALA,21.0
-100.8,20.5,TGRGJ,GTO,TRES GUERRAS,13.8
-98.91,19.53,SADMX,MEX,SAN ANDRES (TEXCOCO),11.7
-110.21,30,BNMSO,SON,BANAMICHI,15.8
-101.51,21.63,OCMGJ,GTO,OCAMPO,11.0
-100.87,21.1,PNLGJ,GTO,PEÑUELITAS,11.5
-100.81,20.05,SLSGJ,GTO,PRESA SOLIS,15.2
-100.5,20.2,ECBGJ,GTO,EL CUBO,13.8
-100.88,20.21,SLVGJ,GTO,SALVATIERRA,14.6
-101.06,20.3,SRTGJ,GTO,SANTA RITA,14.3
-101.02,20.4,SJLGJ,GTO,SANTA JULIA,14.5
-101.13,20.51,PERGJ,GTO,PERICOS,14.0
-101.36,20.73,ECNGJ,GTO,PRESA EL CONEJO,14.0
-100.93,21.15,DHGGJ,GTO,DOLORES HIDALGO,14.4
-101.66,21.16,EPLGJ,GTO,EL PALOTE,14.2
-103.37,20.67,GUAJL,JAL,GUADALAJARA CENTRO,17.2
-104.12,19.85,TMLJL,JAL,TRIGO MIL,16.9
-103.33,20.73,EXPJL,JAL,LA EXPERIENCIA,16.9
-99.09,19.48,GCNDF,DF,GRAN CANAL,11.2
-99.18,19.74,PCGMX,MEX,PUENTE COLGANTE,9.5
-94.16,17.57,TMOVC,VER,TIERRA MORADA,19.5
-96.33,19.15,MFAVC,VER,MANLIO FABIO ALTAMIRANO,21.6
-89.09,20.02,TANYC,YUC,TANTAKIN,20.1
-110.23,30.59,BCNSO,SON,BACANUCHI,11.5
-103.45,21.06,CXTJL,JAL,CUIXTLA,20.0
-96.87,19.65,NAOVC,VER,NAOLINCO,12.6
-100.02,16.96,LDCGR,GRO,LAGUNA DE COYUCA,24.4
-98.5,16.66,QTZGR,GRO,Quetzala Gro.,24.6
-103.71,22.73,BCSJL,JAL,BOCAS,14.6
-101.7,21.5,CRTJL,JAL,PRESA EL CUARENTA,13.5
-105.38,27.58,COLINA,CHIH,COLINA. SAN FRANCISCO CONCHOS CHIH.,10.1
-99.42,18.6,HUAMR,MOR,HUAJINTLAN,19.5
-103.09,20.39,ATQJL,JAL,ATEQUIZA,15.5
-110.17,30.34,ARZSO,SON,ARIZPE,11.2
-97.76,21.23,TMTSL,SLP,TEMAMATLA,17.2
-98.15,24.84,FDOTP,TAMPS,SAN FERNANDO,13.9
-98.83,18.95,ACHMR,MOR,Achichipico Mor.,16.3
-101.85,21.35,SAUJL,JAL,LA SAUCEDA,13.0
-98.88,19.48,CHPMX,MEX,CHAPINGO,12.2
-103.25,22.13,CLTJL,JAL,COLOTLAN,14.6
-110.95,31.32,NGLSO,SON,NOGALES,14.1
-108.2,28.2,BSSCH,CHIH,BASSASEACHIC,7.6
-108.93,30.35,BCRSO,SON,BACERAC,10.8
-101.68,22.63,SDHSL,SLP,SALINAS DE HIDALGO,14.8
-102.7,20.29,JMYJL,JAL,JAMAY,14.1
-103.31,21.77,TLLZC,ZAC,TLATENANGO,14.0
-107.07,26.81,GCCCH,CHIH,GUACHOCHI CHIH (EHCA),5.7
-93.08,16.67,CREDREVOLUCIONM,CHIS,CRED REVOLUCION MEXICANA,20.8
-101.85,19.83,ZCAMC,MICH,ZACAPU,15.5
-98.61,21.69,SVTSL,SLP,SAN VICENTE,16.8
-104.11,25.22,NZSDR,DGO,NAZAS,14.2
-100.23,19.98,TEPMC,MICH,PRESA TEPUXTEPEC,13.9
-99.22,19.47,MBLMX,MEX,MOLINO BLANCO,15.0
-98.44,23.72,PDMTP,TAMPS,PASO DE MOLINA,14.5
-100.57,25.27,SAACL,COAH,SAN ANTONIO DE LAS ALAZANAS,11.7
-114.72,29.73,CATAVINA,BC,CATAVIÑA BC,17.2
-102.67,21.99,CDRAG,AGS,LA CODORNIZ,15.4
-103.8,20.6,VEGJL,JAL,LA VEGA,16.9
-102.2,17.9,MOCMC,MICH,MELCHOR OCAMPO,12.4
-93.86,16.06,PAREDONMAR,CHIS,PAREDON SEMAR,26.9
-99.11,18.72,TLOMR,MOR,TLACOTEPEC ZACUALPAN,15.9
-106.38,26.46,RVGCH,CHIH,EL VERGEL,4.0
-100.5,21.22,POZGJ,GTO,Pozos Gto.,10.3
-102.9,18.8,LPNMC,MICH,LOS PANCHES,24.1
-99.4,18.8,RODMR,MOR,PRESA EL RODEO,21.7
-100.81,20.53,CLYGJ,GTO,CELAYA,14.9
-99.5,17.6,ODZGR,GRO,OBSERVATORIO DE ZUMPANGO,21.3
-92.4,14.7,PTOCHIAPASMAR,CHIS,PUERTO  CHIAPAS SEMAR,25.8
-100.94,19.55,AGOMC,MICH,AGOSTITLAN,11.1
-102.14,20,UREMC,MICH,UREPETIRO,11.7
-98.9,18.9,OAXMR,MOR,OAXTEPEC,18.8
-115.27,32.39,MXCBN,BC,MEXICALI,16.8
-97.64,19.31,ECTTL,TLAX,EL CARMEN TEQUEXQUITLA,9.4
-101.75,20.43,GLNGJ,GTO,PRESA LA GOLONDRINA,16.4
-101.86,20.2,CORMC,MICH,CORRALES,15.8
-115.19,32.41,ENLBN,BC,EJIDO NUEVO LEON                    *,17.4
-105.85,25.09,TORSI,SIN,Las Tortugas Sin.,22.5
-100.55,19.7,CHIMC,MICH,CIUDAD HIDALGO,13.8
-89.28,21.07,MTOYC,YUC,MOTUL,19.8
-103,22.64,JERZC,ZAC,JEREZ,14.1
-98.92,18.98,TOTMR,MOR,TOTOLOAPAN,16.3
-102.72,20.07,SAHMC,MICH,SAHUAYO,16.0
-99.26,18.85,SLDMR,MOR,SOLIDARIDAD                         ,17.0
-92.57,15.2,DESCP,CHIS,DESPOBLADO,26.7
-92.88,15.45,MAPCP,CHIS,MAPASTEPEC,26.4
-96.2,17.86,JACOX,OAX,JACATEPEC,20.1
-97.25,18.92,PCRPB,PUE,PASO CARRETAS,8.8
-97.82,19.62,IXTPB,PUE,Ixtacamaxtitlán Pue.,11.7
-95.03,17.43,JCRVC,VER,JESUS CARRANZA,20.8
-94.08,17.87,JDCVC,VER,SAN JOSÉ DEL CARMEN,20.3
-95.3,18.14,CTTVC,VER,COATOTOLAPAN,19.4
-95.35,18.25,LAUVC,VER,LAUCHAPAN,18.7
-97.23,18.92,LGRVC,VER,LOMA GRANDE,9.1
-96.15,19.06,ETEVC,VER,EL TEJAR,19.3
-96.95,19.18,HTSVC,VER,HUATUSCO,12.0
-96.94,19.58,BANVC,VER,BANDERILLAS,14.1
-93.27,16.23,VIFCP,CHIS,VILLAFLORES,19.3
-101.1,19.7,MCEMC,MICH,MORELIA CENTRO,14.9
-100.64,23.65,MATSL,SLP,MATEHUALA,13.1
-99.23,19.45,EMOMX,MEX,EL MOLINITO RIO HONDO,10.1
-101.02,20.43,SMAGJ,GTO,San Miguel de Allende Gto.,11.5
-98.9,18.8,CUAMR,MOR,CUAUTLA,18.3
-99.2,18.9,TEMMR,MOR,TEMIXCO,20.7
-94.73,17.95,JALVC,VER,JALTIPAN         *,21.2
-96.93,19.45,COAVC,VER,COATEPEC,14.5
-88.14,21.58,RLAYC,YUC,R.LAGARTO,22.4
-101.18,20.38,VDSGJ,GTO,V. DE SANTIAGO,13.0
-99.36,19.61,OBSMX,MEX,SAN MARTN OBISPO,12.7
-99,19.08,ATLMR,MOR,ATLATLAHUACAN ATLATLAH.,16.3
-99.18,17.61,CHLGR,GRO,CHILAPA,18.7
-99.24,19.53,CLYMX,MEX,Calacoaya Méx.,11.8
-103.6,22.69,LAFLORIDACFE,ZAC,La Florida Zac. CFE*,11.4
-99.53,17.17,TCOGR,GRO,TIERRA COLORADA,25.6
-102.7,19.9,GUAMC,MICH,GUARACHA,17.2
-102.27,19.97,CHAMC,MICH,CHAPARACO,15.1
